"Journal" "Ais" "Ford" "Quantile" "Quantile 2017"
"ERDE" 0.207 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.842 0.747
"OCEAN SCIENCE JOURNAL" 0.207 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.844 0.832
"JOKULL" 0.202 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.845 0.589
"PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT" 0.201 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.847 0.808
"ITALIAN JOURNAL OF AGROMETEOROLOGY-RIVISTA ITALIANA DI AGROMETEOROLOGIA" 0.199 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.848 0.946
"JOURNAL OF COLD REGIONS ENGINEERING" 0.199 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.85 0.735
"PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING" 0.198 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.851 0.881
"GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN" 0.198 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.852 0.847
"JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA" 0.196 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.854 0.856
"JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA" 0.195 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.855 0.879
"TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY" 0.195 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.857 0.874
"BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY" 0.194 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.858 0.875
"JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA" 0.192 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.859 0.853
"WATER SA" 0.192 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.861 0.837
"ARCHIVES OF ENVIRONMENTAL PROTECTION" 0.19 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.862 0.889
"GEMS & GEMOLOGY" 0.188 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.864 0.695
"JOURNAL OF OCEAN UNIVERSITY OF CHINA" 0.186 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.865 0.885
"ENVIRONMENTAL & ENGINEERING GEOSCIENCE" 0.184 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.866 0.805
"ENVIRONMENTAL FORENSICS" 0.182 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.868 0.895
"OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES" 0.181 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.869 0.922
"GRUNDWASSER" 0.181 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.871 0.913
"BIOREMEDIATION JOURNAL" 0.177 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.872 0.882
"POLISH JOURNAL OF ENVIRONMENTAL STUDIES" 0.175 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.873 0.896
"DESALINATION AND WATER TREATMENT" 0.17 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.875 0.86
"AFRICAN INVERTEBRATES" 0.17 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.876 0.912
"WATER ENVIRONMENT RESEARCH" 0.167 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.878 0.904
"JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING" 0.167 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.879 0.88
"EARTH SCIENCES RESEARCH JOURNAL" 0.166 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.88 0.9
"IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS" 0.165 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.882 0.92
"JOURNAL OF AGRICULTURAL METEOROLOGY" 0.164 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.883 0.984
"DOKLADY EARTH SCIENCES" 0.164 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.885 0.848
"NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN" 0.164 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.886 0.898
"GEOFIZIKA" 0.162 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.887 0.755
"GEOMORPHOLOGIE-RELIEF PROCESSUS ENVIRONNEMENT" 0.161 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.889 0.855
"GOSPODARKA SUROWCAMI MINERALNYMI-MINERAL RESOURCES MANAGEMENT" 0.16 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.89 0.943
"OPEN GEOSCIENCES" 0.157 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.892 0.872
"LITHOLOGY AND MINERAL RESOURCES" 0.157 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.893 0.771
"JOURNAL AMERICAN WATER WORKS ASSOCIATION" 0.155 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.895 0.917
"JOURNAL OF TROPICAL METEOROLOGY" 0.153 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.896 0.936
"THALASSAS" 0.152 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.897 0.929
"HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG" 0.151 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.899 0.906
"PALEONTOLOGICAL JOURNAL" 0.145 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.9 0.919
"RUSSIAN JOURNAL OF PACIFIC GEOLOGY" 0.145 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.902 0.899
"REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA" 0.145 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.903 0.918
"INTERNATIONAL JOURNAL OF GLOBAL WARMING" 0.144 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.904 0.862
"PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY" 0.144 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.906 0.942
"WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY" 0.142 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.907 0.923
"CHINA OCEAN ENGINEERING" 0.141 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.909 0.901
"ESTUDIOS GEOLOGICOS-MADRID" 0.141 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.91 0.876
"REVISTA DE GEOGRAFIA NORTE GRANDE" 0.138 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.911 0.887
"GLOBAL NEST JOURNAL" 0.133 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.913 0.915
"ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S" 0.132 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.914 0.914
"ATLANTIC GEOLOGY" 0.13 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.916 0.798
"MAUSAM" 0.127 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.917 0.933
"CARPATHIAN JOURNAL OF EARTH AND ENVIRONMENTAL SCIENCES" 0.126 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.918 0.932
"JOURNAL OF ELEMENTOLOGY" 0.126 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.92 0.934
"JOURNAL OF ENVIRONMENTAL BIOLOGY" 0.123 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.921 0.925
"INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION" 0.119 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.923 0.908
"WATER QUALITY RESEARCH JOURNAL OF CANADA" 0.119 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.924 0.91
"RADIOPROTECTION" 0.119 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.925 0.952
"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH" 0.117 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.927 0.909
"EARTH SCIENCES HISTORY" 0.114 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.928 0.944
"WATER RESOURCES" 0.107 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.93 0.939
"RUSSIAN METEOROLOGY AND HYDROLOGY" 0.105 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.931 0.938
"HIMALAYAN GEOLOGY" 0.101 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.932 0.947
"MEMBRANE WATER TREATMENT" 0.1 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.934 0.924
"BALTICA" 0.097 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.935 0.93
"ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK" 0.094 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.937 0.927
"ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL" 0.08 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.938 0.951
"INDIAN JOURNAL OF GEO-MARINE SCIENCES" 0.078 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.94 0.949
"REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL" 0.074 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.941 0.953
"JOURNAL OF AGROMETEOROLOGY" 0.073 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.942 0.941
"NAVAL ENGINEERS JOURNAL" 0.073 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.944 0.96
"JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT" 0.069 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.945 0.956
"HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU" 0.067 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.947 0.948
"ACTA MONTANISTICA SLOVACA" 0.065 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.948 0.957
"ROCZNIK OCHRONA SRODOWISKA" 0.061 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.949 0.962
"ENGENHARIA SANITARIA E AMBIENTAL" 0.054 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.951 0.958
"FRESENIUS ENVIRONMENTAL BULLETIN" 0.048 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.952 0.961
"TECNOLOGIA Y CIENCIAS DEL AGUA" 0.046 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.954 0.963
"JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY" 0.045 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.955 0.966
"ARCHEOSCIENCES-REVUE D ARCHEOMETRIE" 0.042 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.956 0.905
"GEFAHRSTOFFE REINHALTUNG DER LUFT" 0.04 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.958 0.965
"WASSERWIRTSCHAFT" 0.024 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.959 0.967
"ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.961 0.98
"ENVIRONMENTAL SCIENCES EUROPE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.962 0.981
"CARBON BALANCE AND MANAGEMENT" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.963 NA
"ANTHROPOCENE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.965 NA
"ELEMENTA-SCIENCE OF THE ANTHROPOCENE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.966 0.973
"FRONTIERS IN EARTH SCIENCE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.968 NA
"PROGRESS IN EARTH AND PLANETARY SCIENCE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.969 0.994
"ENVIRONMENTAL DEVELOPMENT" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.97 0.977
"SUSTAINABLE CHEMISTRY AND PHARMACY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.972 NA
"GEOMECHANICS FOR ENERGY AND THE ENVIRONMENT" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.973 NA
"EARTH AND SPACE SCIENCE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.975 0.971
"NATURAL RESOURCES RESEARCH" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.976 0.987
"LOCAL ENVIRONMENT" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.977 0.986
"WATER RESOURCES AND ECONOMICS" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.979 NA
"JOURNAL OF PALAEOGEOGRAPHY-ENGLISH" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.98 0.985
"GEOTHERMAL ENERGY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.982 NA
"JOURNAL OF MARINE SCIENCE AND ENGINEERING" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.983 NA
"ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.985 0.976
"ECOHYDROLOGY & HYDROBIOLOGY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.986 0.972
"REVIEWS ON ENVIRONMENTAL HEALTH" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.987 0.995
"HUMAN DIMENSIONS OF WILDLIFE" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.989 0.982
"WEB ECOLOGY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.99 0.999
"ENVIRONMENTAL ENGINEERING RESEARCH" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.992 0.979
"SWISS JOURNAL OF PALAEONTOLOGY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.993 0.996
"ANNALI DI BOTANICA" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.994 0.97
"PLANKTON & BENTHOS RESEARCH" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.996 0.992
"BSGF-EARTH SCIENCES BULLETIN" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.997 NA
"JOURNAL OF OCEANOLOGY AND LIMNOLOGY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 0.999 NA
"PALEOCEANOGRAPHY AND PALEOCLIMATOLOGY" 0 "EARTH_AND_RELATED_ENVIRONMENTAL_SCIENCES" 1 NA
"JOURNAL OF STATISTICAL SOFTWARE" 9.12 "COMPUTER_AND_INFORMATION_SCIENCES" 0.002 0.005
"IEEE COMMUNICATIONS SURVEYS AND TUTORIALS" 5.788 "COMPUTER_AND_INFORMATION_SCIENCES" 0.004 0.009
"IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE" 5.319 "COMPUTER_AND_INFORMATION_SCIENCES" 0.006 0.011
"INTERNATIONAL JOURNAL OF COMPUTER VISION" 4.793 "COMPUTER_AND_INFORMATION_SCIENCES" 0.008 0.015
"JOURNAL OF MACHINE LEARNING RESEARCH" 3.591 "COMPUTER_AND_INFORMATION_SCIENCES" 0.01 0.023
"MATHEMATICAL PROGRAMMING" 2.961 "COMPUTER_AND_INFORMATION_SCIENCES" 0.012 0.033
"IEEE WIRELESS COMMUNICATIONS" 2.849 "COMPUTER_AND_INFORMATION_SCIENCES" 0.014 0.025
"MIS QUARTERLY" 2.83 "COMPUTER_AND_INFORMATION_SCIENCES" 0.016 0.02
"IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS" 2.71 "COMPUTER_AND_INFORMATION_SCIENCES" 0.018 0.034
"IEEE TRANSACTIONS ON CYBERNETICS" 2.692 "COMPUTER_AND_INFORMATION_SCIENCES" 0.02 0.031
"FOUNDATIONS OF COMPUTATIONAL MATHEMATICS" 2.535 "COMPUTER_AND_INFORMATION_SCIENCES" 0.022 0.017
"ACM COMPUTING SURVEYS" 2.522 "COMPUTER_AND_INFORMATION_SCIENCES" 0.024 0.029
"ACM SIGCOMM COMPUTER COMMUNICATION REVIEW" 2.379 "COMPUTER_AND_INFORMATION_SCIENCES" 0.026 0.097
"IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION" 2.263 "COMPUTER_AND_INFORMATION_SCIENCES" 0.028 0.046
"JOURNAL OF THE ACM" 2.261 "COMPUTER_AND_INFORMATION_SCIENCES" 0.03 0.05
"ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING" 2.207 "COMPUTER_AND_INFORMATION_SCIENCES" 0.033 0.028
"IEEE TRANSACTIONS ON IMAGE PROCESSING" 2.115 "COMPUTER_AND_INFORMATION_SCIENCES" 0.035 0.07
"ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE" 2.093 "COMPUTER_AND_INFORMATION_SCIENCES" 0.037 0.066
"IEEE TRANSACTIONS ON FUZZY SYSTEMS" 2.05 "COMPUTER_AND_INFORMATION_SCIENCES" 0.039 0.036
"ACM TRANSACTIONS ON GRAPHICS" 2.031 "COMPUTER_AND_INFORMATION_SCIENCES" 0.041 0.041
"R JOURNAL" 1.953 "COMPUTER_AND_INFORMATION_SCIENCES" 0.043 0.127
"SIAM JOURNAL ON IMAGING SCIENCES" 1.928 "COMPUTER_AND_INFORMATION_SCIENCES" 0.045 0.056
"STATISTICS AND COMPUTING" 1.918 "COMPUTER_AND_INFORMATION_SCIENCES" 0.047 0.064
"COMMUNICATIONS OF THE ACM" 1.912 "COMPUTER_AND_INFORMATION_SCIENCES" 0.049 0.067
"MEDICAL IMAGE ANALYSIS" 1.91 "COMPUTER_AND_INFORMATION_SCIENCES" 0.051 0.081
"IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS" 1.886 "COMPUTER_AND_INFORMATION_SCIENCES" 0.053 0.073
"IEEE NETWORK" 1.872 "COMPUTER_AND_INFORMATION_SCIENCES" 0.055 0.051
"INFORMATION FUSION" 1.847 "COMPUTER_AND_INFORMATION_SCIENCES" 0.057 0.095
"IEEE INTERNET OF THINGS JOURNAL" 1.845 "COMPUTER_AND_INFORMATION_SCIENCES" 0.059 0.053
"IEEE TRANSACTIONS ON MEDICAL IMAGING" 1.809 "COMPUTER_AND_INFORMATION_SCIENCES" 0.061 0.078
"NEURAL NETWORKS" 1.665 "COMPUTER_AND_INFORMATION_SCIENCES" 0.063 0.099
"COMPUTER PHYSICS COMMUNICATIONS" 1.625 "COMPUTER_AND_INFORMATION_SCIENCES" 0.065 0.085
"IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE" 1.615 "COMPUTER_AND_INFORMATION_SCIENCES" 0.067 0.087
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION" 1.559 "COMPUTER_AND_INFORMATION_SCIENCES" 0.069 0.115
"IEEE TRANSACTIONS ON MULTIMEDIA" 1.554 "COMPUTER_AND_INFORMATION_SCIENCES" 0.071 0.106
"ACM TRANSACTIONS ON COMPUTER SYSTEMS" 1.55 "COMPUTER_AND_INFORMATION_SCIENCES" 0.073 0.104
"ARTIFICIAL INTELLIGENCE" 1.53 "COMPUTER_AND_INFORMATION_SCIENCES" 0.075 0.079
"IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY" 1.496 "COMPUTER_AND_INFORMATION_SCIENCES" 0.077 0.092
"IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS" 1.46 "COMPUTER_AND_INFORMATION_SCIENCES" 0.079 0.193
"NEUROINFORMATICS" 1.456 "COMPUTER_AND_INFORMATION_SCIENCES" 0.081 0.112
"JOURNAL OF CHEMINFORMATICS" 1.43 "COMPUTER_AND_INFORMATION_SCIENCES" 0.083 0.102
"PATTERN RECOGNITION" 1.402 "COMPUTER_AND_INFORMATION_SCIENCES" 0.085 0.13
"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING" 1.397 "COMPUTER_AND_INFORMATION_SCIENCES" 0.087 0.225
"ACM TRANSACTIONS ON PRIVACY AND SECURITY" 1.33 "COMPUTER_AND_INFORMATION_SCIENCES" 0.089 0.986
"RANDOM STRUCTURES & ALGORITHMS" 1.318 "COMPUTER_AND_INFORMATION_SCIENCES" 0.091 0.144
"EVOLUTIONARY COMPUTATION" 1.315 "COMPUTER_AND_INFORMATION_SCIENCES" 0.093 0.135
"SIAM JOURNAL ON COMPUTING" 1.304 "COMPUTER_AND_INFORMATION_SCIENCES" 0.096 0.182
"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS" 1.274 "COMPUTER_AND_INFORMATION_SCIENCES" 0.098 0.126
"IEEE TRANSACTIONS ON AFFECTIVE COMPUTING" 1.272 "COMPUTER_AND_INFORMATION_SCIENCES" 0.1 0.121
"IEEE-ACM TRANSACTIONS ON NETWORKING" 1.271 "COMPUTER_AND_INFORMATION_SCIENCES" 0.102 0.137
"IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING" 1.267 "COMPUTER_AND_INFORMATION_SCIENCES" 0.104 0.151
"JOURNAL OF COMPUTATIONAL PHYSICS" 1.258 "COMPUTER_AND_INFORMATION_SCIENCES" 0.106 0.117
"MACHINE LEARNING" 1.255 "COMPUTER_AND_INFORMATION_SCIENCES" 0.108 0.145
"IEEE TRANSACTIONS ON INFORMATION THEORY" 1.24 "COMPUTER_AND_INFORMATION_SCIENCES" 0.11 0.168
"IMAGE AND VISION COMPUTING" 1.236 "COMPUTER_AND_INFORMATION_SCIENCES" 0.112 0.247
"COMBINATORICS PROBABILITY & COMPUTING" 1.213 "COMPUTER_AND_INFORMATION_SCIENCES" 0.114 0.183
"JOURNAL OF INFORMATION TECHNOLOGY" 1.203 "COMPUTER_AND_INFORMATION_SCIENCES" 0.116 0.197
"COMPUTER GRAPHICS FORUM" 1.197 "COMPUTER_AND_INFORMATION_SCIENCES" 0.118 0.103
"IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING" 1.191 "COMPUTER_AND_INFORMATION_SCIENCES" 0.12 0.162
"EMPIRICAL SOFTWARE ENGINEERING" 1.176 "COMPUTER_AND_INFORMATION_SCIENCES" 0.122 0.237
"COMPUTING IN SCIENCE & ENGINEERING" 1.162 "COMPUTER_AND_INFORMATION_SCIENCES" 0.124 0.268
"ENVIRONMENTAL MODELLING & SOFTWARE" 1.156 "COMPUTER_AND_INFORMATION_SCIENCES" 0.126 0.136
"INFORMS JOURNAL ON COMPUTING" 1.155 "COMPUTER_AND_INFORMATION_SCIENCES" 0.128 0.17
"IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING" 1.15 "COMPUTER_AND_INFORMATION_SCIENCES" 0.13 0.14
"IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS" 1.131 "COMPUTER_AND_INFORMATION_SCIENCES" 0.132 0.146
"JOURNAL OF CHEMICAL INFORMATION AND MODELING" 1.125 "COMPUTER_AND_INFORMATION_SCIENCES" 0.134 0.19
"EUROPEAN JOURNAL OF INFORMATION SYSTEMS" 1.125 "COMPUTER_AND_INFORMATION_SCIENCES" 0.136 0.164
"COMPUTATIONAL STATISTICS & DATA ANALYSIS" 1.121 "COMPUTER_AND_INFORMATION_SCIENCES" 0.138 0.229
"VLDB JOURNAL" 1.112 "COMPUTER_AND_INFORMATION_SCIENCES" 0.14 0.159
"INFORMATION SCIENCES" 1.111 "COMPUTER_AND_INFORMATION_SCIENCES" 0.142 0.201
"IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS" 1.109 "COMPUTER_AND_INFORMATION_SCIENCES" 0.144 0.111
"JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH" 1.106 "COMPUTER_AND_INFORMATION_SCIENCES" 0.146 0.211
"ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY" 1.104 "COMPUTER_AND_INFORMATION_SCIENCES" 0.148 0.179
"COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING" 1.092 "COMPUTER_AND_INFORMATION_SCIENCES" 0.15 0.184
"SWARM AND EVOLUTIONARY COMPUTATION" 1.085 "COMPUTER_AND_INFORMATION_SCIENCES" 0.152 0.223
"ASTRONOMY AND COMPUTING" 1.083 "COMPUTER_AND_INFORMATION_SCIENCES" 0.154 0.196
"DATA MINING AND KNOWLEDGE DISCOVERY" 1.074 "COMPUTER_AND_INFORMATION_SCIENCES" 0.157 0.186
"IEEE INTELLIGENT SYSTEMS" 1.073 "COMPUTER_AND_INFORMATION_SCIENCES" 0.159 0.206
"WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY" 1.073 "COMPUTER_AND_INFORMATION_SCIENCES" 0.161 0.198
"INTERNATIONAL JOURNAL OF NEURAL SYSTEMS" 1.072 "COMPUTER_AND_INFORMATION_SCIENCES" 0.163 0.209
"ACM TRANSACTIONS ON ALGORITHMS" 1.072 "COMPUTER_AND_INFORMATION_SCIENCES" 0.165 0.296
"IEEE TRANSACTIONS ON SERVICES COMPUTING" 1.059 "COMPUTER_AND_INFORMATION_SCIENCES" 0.167 0.116
"FOUNDATIONS AND TRENDS IN INFORMATION RETRIEVAL" 1.058 "COMPUTER_AND_INFORMATION_SCIENCES" 0.169 0.369
"JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS" 1.056 "COMPUTER_AND_INFORMATION_SCIENCES" 0.171 0.176
"ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY" 1.043 "COMPUTER_AND_INFORMATION_SCIENCES" 0.173 0.265
"ARTIFICIAL INTELLIGENCE REVIEW" 1.036 "COMPUTER_AND_INFORMATION_SCIENCES" 0.175 0.34
"COMPUTER VISION AND IMAGE UNDERSTANDING" 1.033 "COMPUTER_AND_INFORMATION_SCIENCES" 0.177 0.228
"IEEE TRANSACTIONS ON MOBILE COMPUTING" 1.032 "COMPUTER_AND_INFORMATION_SCIENCES" 0.179 0.134
