"Journal" "Ais" "Ford" "Quantile"
"INTERNATIONAL JOURNAL OF LOW-CARBON TECHNOLOGIES" 0 "ENVIRON ENG" 0.993
"PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE" 0 "ENVIRON ENG" 0.996
"SUSTAINABLE ENERGY & FUELS" 0 "ENVIRON ENG" 1
"NATURE BIOTECHNOLOGY" 22.182 "ENVIRON BIOTECHNOL" 0.006
"NATURE REVIEWS DRUG DISCOVERY" 19.352 "ENVIRON BIOTECHNOL" 0.012
"GENOME BIOLOGY" 8.899 "ENVIRON BIOTECHNOL" 0.019
"GENOME RESEARCH" 8.082 "ENVIRON BIOTECHNOL" 0.025
"BIOINFORMATICS" 3.979 "ENVIRON BIOTECHNOL" 0.031
"TRENDS IN BIOTECHNOLOGY" 3.875 "ENVIRON BIOTECHNOL" 0.037
"BIOTECHNOLOGY ADVANCES" 2.655 "ENVIRON BIOTECHNOL" 0.043
"CURRENT OPINION IN BIOTECHNOLOGY" 2.445 "ENVIRON BIOTECHNOL" 0.05
"MOLECULAR THERAPY" 2.165 "ENVIRON BIOTECHNOL" 0.056
"ANNUAL REVIEW OF ANIMAL BIOSCIENCES" 2.077 "ENVIRON BIOTECHNOL" 0.062
"METABOLIC ENGINEERING" 2.052 "ENVIRON BIOTECHNOL" 0.068
"STEM CELLS" 1.908 "ENVIRON BIOTECHNOL" 0.075
"PLANT BIOTECHNOLOGY JOURNAL" 1.637 "ENVIRON BIOTECHNOL" 0.081
"BIOTECHNOLOGY FOR BIOFUELS" 1.583 "ENVIRON BIOTECHNOL" 0.087
"MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH" 1.549 "ENVIRON BIOTECHNOL" 0.093
"BMC GENOMICS" 1.347 "ENVIRON BIOTECHNOL" 0.099
"JOURNAL OF COMPUTATIONAL BIOLOGY" 1.341 "ENVIRON BIOTECHNOL" 0.106
"CRITICAL REVIEWS IN BIOTECHNOLOGY" 1.317 "ENVIRON BIOTECHNOL" 0.112
"BMC BIOINFORMATICS" 1.313 "ENVIRON BIOTECHNOL" 0.118
"REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY" 1.311 "ENVIRON BIOTECHNOL" 0.124
"ADVANCES IN APPLIED MICROBIOLOGY" 1.31 "ENVIRON BIOTECHNOL" 0.13
"BRIEFINGS IN FUNCTIONAL GENOMICS" 1.299 "ENVIRON BIOTECHNOL" 0.137
"NPJ BIOFILMS AND MICROBIOMES" 1.299 "ENVIRON BIOTECHNOL" 0.143
"STEM CELL RESEARCH" 1.259 "ENVIRON BIOTECHNOL" 0.149
"MOLECULAR PLANT-MICROBE INTERACTIONS" 1.248 "ENVIRON BIOTECHNOL" 0.155
"BIOSENSORS & BIOELECTRONICS" 1.23 "ENVIRON BIOTECHNOL" 0.161
"GENOMICS" 1.226 "ENVIRON BIOTECHNOL" 0.168
"BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR" 1.197 "ENVIRON BIOTECHNOL" 0.174
"JOURNAL OF NANOBIOTECHNOLOGY" 1.197 "ENVIRON BIOTECHNOL" 0.18
"HUMAN GENE THERAPY" 1.193 "ENVIRON BIOTECHNOL" 0.186
"NANOMEDICINE" 1.173 "ENVIRON BIOTECHNOL" 0.193
"APPLIED AND ENVIRONMENTAL MICROBIOLOGY" 1.167 "ENVIRON BIOTECHNOL" 0.199
"MAMMALIAN GENOME" 1.118 "ENVIRON BIOTECHNOL" 0.205
"MICROBIAL BIOTECHNOLOGY" 1.101 "ENVIRON BIOTECHNOL" 0.211
"SYSTEMATIC AND APPLIED MICROBIOLOGY" 1.083 "ENVIRON BIOTECHNOL" 0.217
"MICROBIAL CELL FACTORIES" 1.076 "ENVIRON BIOTECHNOL" 0.224
"CURRENT OPINION IN CHEMICAL ENGINEERING" 1.072 "ENVIRON BIOTECHNOL" 0.23
"ALGORITHMS FOR MOLECULAR BIOLOGY" 1.052 "ENVIRON BIOTECHNOL" 0.236
"BIOTECHNOLOGY AND BIOENGINEERING" 1.031 "ENVIRON BIOTECHNOL" 0.242
"JOURNAL OF BIOLOGICAL ENGINEERING" 0.978 "ENVIRON BIOTECHNOL" 0.248
"BIORESOURCE TECHNOLOGY" 0.973 "ENVIRON BIOTECHNOL" 0.255
"FOOD MICROBIOLOGY" 0.966 "ENVIRON BIOTECHNOL" 0.261
"GENE THERAPY" 0.917 "ENVIRON BIOTECHNOL" 0.267
"CYTOTHERAPY" 0.902 "ENVIRON BIOTECHNOL" 0.273
"TISSUE ENGINEERING" 0.893 "ENVIRON BIOTECHNOL" 0.28
"BIOMASS & BIOENERGY" 0.888 "ENVIRON BIOTECHNOL" 0.286
"BIOTECHNOLOGY JOURNAL" 0.884 "ENVIRON BIOTECHNOL" 0.292
"FEMS YEAST RESEARCH" 0.88 "ENVIRON BIOTECHNOL" 0.298
"EXPERT OPINION ON BIOLOGICAL THERAPY" 0.855 "ENVIRON BIOTECHNOL" 0.304
"ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS" 0.852 "ENVIRON BIOTECHNOL" 0.311
"JOURNAL OF GENERAL VIROLOGY" 0.835 "ENVIRON BIOTECHNOL" 0.317
"APPLIED MICROBIOLOGY AND BIOTECHNOLOGY" 0.828 "ENVIRON BIOTECHNOL" 0.323
"MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS" 0.818 "ENVIRON BIOTECHNOL" 0.329
"PROTEIN ENGINEERING DESIGN & SELECTION" 0.816 "ENVIRON BIOTECHNOL" 0.335
"NEW BIOTECHNOLOGY" 0.809 "ENVIRON BIOTECHNOL" 0.342
"JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE" 0.796 "ENVIRON BIOTECHNOL" 0.348
"OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY" 0.766 "ENVIRON BIOTECHNOL" 0.354
"YEAST" 0.744 "ENVIRON BIOTECHNOL" 0.36
"JOURNAL OF BIOMOLECULAR SCREENING" 0.739 "ENVIRON BIOTECHNOL" 0.366
"HUMAN VACCINES & IMMUNOTHERAPEUTICS" 0.734 "ENVIRON BIOTECHNOL" 0.373
"HUMAN GENE THERAPY METHODS" 0.713 "ENVIRON BIOTECHNOL" 0.379
"PHARMACOGENETICS AND GENOMICS" 0.712 "ENVIRON BIOTECHNOL" 0.385
"BIOFOULING" 0.709 "ENVIRON BIOTECHNOL" 0.391
"BIOMED RESEARCH INTERNATIONAL" 0.709 "ENVIRON BIOTECHNOL" 0.398
"JOURNAL OF BIOTECHNOLOGY" 0.688 "ENVIRON BIOTECHNOL" 0.404
"MARINE BIOTECHNOLOGY" 0.684 "ENVIRON BIOTECHNOL" 0.41
"BMC BIOTECHNOLOGY" 0.683 "ENVIRON BIOTECHNOL" 0.416
"JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY" 0.682 "ENVIRON BIOTECHNOL" 0.422
"FOOD AND BIOPRODUCTS PROCESSING" 0.664 "ENVIRON BIOTECHNOL" 0.429
"CANCER GENE THERAPY" 0.657 "ENVIRON BIOTECHNOL" 0.435
"DISEASE MARKERS" 0.651 "ENVIRON BIOTECHNOL" 0.441
"JOURNAL OF APPLIED MICROBIOLOGY" 0.628 "ENVIRON BIOTECHNOL" 0.447
"INTERNATIONAL BIODETERIORATION & BIODEGRADATION" 0.613 "ENVIRON BIOTECHNOL" 0.453
"BIOCHEMICAL ENGINEERING JOURNAL" 0.606 "ENVIRON BIOTECHNOL" 0.46
"ADVANCES IN BIOCHEMICAL ENGINEERING-BIOTECHNOLOGY" 0.603 "ENVIRON BIOTECHNOL" 0.466
"JOURNAL OF ANTIBIOTICS" 0.598 "ENVIRON BIOTECHNOL" 0.472
"MICROBES AND ENVIRONMENTS" 0.597 "ENVIRON BIOTECHNOL" 0.478
"INTERNATIONAL JOURNAL OF GENOMICS" 0.578 "ENVIRON BIOTECHNOL" 0.484
"ENZYME AND MICROBIAL TECHNOLOGY" 0.568 "ENVIRON BIOTECHNOL" 0.491
"PROCESS BIOCHEMISTRY" 0.566 "ENVIRON BIOTECHNOL" 0.497
"BIOLOGICAL CONTROL" 0.565 "ENVIRON BIOTECHNOL" 0.503
"BIOENGINEERED" 0.564 "ENVIRON BIOTECHNOL" 0.509
"AMB EXPRESS" 0.555 "ENVIRON BIOTECHNOL" 0.516
"TRANSGENIC RESEARCH" 0.548 "ENVIRON BIOTECHNOL" 0.522
"BIODEGRADATION" 0.544 "ENVIRON BIOTECHNOL" 0.528
"BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS" 0.543 "ENVIRON BIOTECHNOL" 0.534
"JOURNAL OF GENE MEDICINE" 0.539 "ENVIRON BIOTECHNOL" 0.54
"ONCOTARGETS AND THERAPY" 0.539 "ENVIRON BIOTECHNOL" 0.547
"ENGINEERING IN LIFE SCIENCES" 0.534 "ENVIRON BIOTECHNOL" 0.553
"JOURNAL OF APPLIED GENETICS" 0.53 "ENVIRON BIOTECHNOL" 0.559
"JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY" 0.529 "ENVIRON BIOTECHNOL" 0.565
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY" 0.52 "ENVIRON BIOTECHNOL" 0.571
"BIOMARKERS" 0.516 "ENVIRON BIOTECHNOL" 0.578
"GENOME" 0.506 "ENVIRON BIOTECHNOL" 0.584
"JOURNAL OF APPLIED PHYCOLOGY" 0.493 "ENVIRON BIOTECHNOL" 0.59
"MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS" 0.492 "ENVIRON BIOTECHNOL" 0.596
"NEW GENETICS AND SOCIETY" 0.491 "ENVIRON BIOTECHNOL" 0.602
"JOURNAL OF BIOSCIENCE AND BIOENGINEERING" 0.476 "ENVIRON BIOTECHNOL" 0.609
"JOURNAL OF FOOD PROTECTION" 0.458 "ENVIRON BIOTECHNOL" 0.615
"JOURNAL OF VIROLOGICAL METHODS" 0.454 "ENVIRON BIOTECHNOL" 0.621
"BIOTECHNOLOGY PROGRESS" 0.449 "ENVIRON BIOTECHNOL" 0.627
"MOLECULAR BIOTECHNOLOGY" 0.445 "ENVIRON BIOTECHNOL" 0.634
"CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION" 0.443 "ENVIRON BIOTECHNOL" 0.64
"LETTERS IN APPLIED MICROBIOLOGY" 0.44 "ENVIRON BIOTECHNOL" 0.646
"BIOPROCESS AND BIOSYSTEMS ENGINEERING" 0.43 "ENVIRON BIOTECHNOL" 0.652
"BIOLOGICALS" 0.429 "ENVIRON BIOTECHNOL" 0.658
"WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY" 0.425 "ENVIRON BIOTECHNOL" 0.665
"PLANT BREEDING" 0.423 "ENVIRON BIOTECHNOL" 0.671
"MOLECULAR AND CELLULAR PROBES" 0.418 "ENVIRON BIOTECHNOL" 0.677
"INTERNATIONAL MICROBIOLOGY" 0.412 "ENVIRON BIOTECHNOL" 0.683
"AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE" 0.405 "ENVIRON BIOTECHNOL" 0.689
"JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY" 0.399 "ENVIRON BIOTECHNOL" 0.696
"JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE B" 0.396 "ENVIRON BIOTECHNOL" 0.702
"CELLULAR REPROGRAMMING" 0.391 "ENVIRON BIOTECHNOL" 0.708
"PROBIOTICS AND ANTIMICROBIAL PROTEINS" 0.39 "ENVIRON BIOTECHNOL" 0.714
"BIOTECHNOLOGY LETTERS" 0.389 "ENVIRON BIOTECHNOL" 0.72
"APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY" 0.369 "ENVIRON BIOTECHNOL" 0.727
"PROTEIN EXPRESSION AND PURIFICATION" 0.368 "ENVIRON BIOTECHNOL" 0.733
"PLANT BIOTECHNOLOGY REPORTS" 0.366 "ENVIRON BIOTECHNOL" 0.739
"PLANT CELL TISSUE AND ORGAN CULTURE" 0.353 "ENVIRON BIOTECHNOL" 0.745
"CYTOTECHNOLOGY" 0.336 "ENVIRON BIOTECHNOL" 0.752
"CANADIAN JOURNAL OF MICROBIOLOGY" 0.33 "ENVIRON BIOTECHNOL" 0.758
"FOLIA MICROBIOLOGICA" 0.329 "ENVIRON BIOTECHNOL" 0.764
"ARTIFICIAL CELLS NANOMEDICINE AND BIOTECHNOLOGY" 0.307 "ENVIRON BIOTECHNOL" 0.77
"FOOD TECHNOLOGY AND BIOTECHNOLOGY" 0.307 "ENVIRON BIOTECHNOL" 0.776
"3 BIOTECH" 0.303 "ENVIRON BIOTECHNOL" 0.783
"BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY" 0.302 "ENVIRON BIOTECHNOL" 0.789
"ELECTRONIC JOURNAL OF BIOTECHNOLOGY" 0.294 "ENVIRON BIOTECHNOL" 0.795
"ANNALS OF MICROBIOLOGY" 0.293 "ENVIRON BIOTECHNOL" 0.801
"JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY" 0.278 "ENVIRON BIOTECHNOL" 0.807
"BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY" 0.275 "ENVIRON BIOTECHNOL" 0.814
"INDIAN JOURNAL OF MICROBIOLOGY" 0.259 "ENVIRON BIOTECHNOL" 0.82
"JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS" 0.258 "ENVIRON BIOTECHNOL" 0.826
"JOURNAL OF FOOD SAFETY" 0.257 "ENVIRON BIOTECHNOL" 0.832
"BIOTECHNOLOGY AND BIOPROCESS ENGINEERING" 0.255 "ENVIRON BIOTECHNOL" 0.839
"INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS" 0.236 "ENVIRON BIOTECHNOL" 0.845
"BIOCONTROL SCIENCE AND TECHNOLOGY" 0.231 "ENVIRON BIOTECHNOL" 0.851
"PLANT BIOTECHNOLOGY" 0.228 "ENVIRON BIOTECHNOL" 0.857
"CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY" 0.226 "ENVIRON BIOTECHNOL" 0.863
"PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY" 0.226 "ENVIRON BIOTECHNOL" 0.87
"BIOTECHNIC & HISTOCHEMISTRY" 0.225 "ENVIRON BIOTECHNOL" 0.876
"FOOD BIOTECHNOLOGY" 0.208 "ENVIRON BIOTECHNOL" 0.882
"ANIMAL BIOTECHNOLOGY" 0.207 "ENVIRON BIOTECHNOL" 0.888
"BIOCATALYSIS AND BIOTRANSFORMATION" 0.176 "ENVIRON BIOTECHNOL" 0.894
"BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT" 0.165 "ENVIRON BIOTECHNOL" 0.901
"CURRENT NANOSCIENCE" 0.163 "ENVIRON BIOTECHNOL" 0.907
"BIOCONTROL SCIENCE" 0.158 "ENVIRON BIOTECHNOL" 0.913
"APPLIED BIOCHEMISTRY AND MICROBIOLOGY" 0.153 "ENVIRON BIOTECHNOL" 0.919
"GENES & GENOMICS" 0.147 "ENVIRON BIOTECHNOL" 0.925
"JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS" 0.126 "ENVIRON BIOTECHNOL" 0.932
"CROP BREEDING AND APPLIED BIOTECHNOLOGY" 0.123 "ENVIRON BIOTECHNOL" 0.938
"GENETIC COUNSELING" 0.106 "ENVIRON BIOTECHNOL" 0.944
"INDIAN JOURNAL OF BIOTECHNOLOGY" 0.105 "ENVIRON BIOTECHNOL" 0.95
"CHIMICA OGGI-CHEMISTRY TODAY" 0.085 "ENVIRON BIOTECHNOL" 0.957
"IRANIAN JOURNAL OF BIOTECHNOLOGY" 0.082 "ENVIRON BIOTECHNOL" 0.963
"ROMANIAN BIOTECHNOLOGICAL LETTERS" 0.065 "ENVIRON BIOTECHNOL" 0.969
"BIOPHARM INTERNATIONAL" 0.048 "ENVIRON BIOTECHNOL" 0.975
"MINERVA BIOTECNOLOGICA" 0.038 "ENVIRON BIOTECHNOL" 0.981
"BIOTECHNOLOGY LAW REPORT" 0.013 "ENVIRON BIOTECHNOL" 0.988
"GM CROPS & FOOD-BIOTECHNOLOGY IN AGRICULTURE AND THE FOOD CHAIN" 0 "ENVIRON BIOTECHNOL" 0.994
"SLAS DISCOVERY" 0 "ENVIRON BIOTECHNOL" 1
"IEEE COMMUNICATIONS SURVEYS AND TUTORIALS" 5.532 "ELECTRO ENG" 0.003
"IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE" 4.713 "ELECTRO ENG" 0.005
"IEEE SIGNAL PROCESSING MAGAZINE" 4.539 "ELECTRO ENG" 0.008
"IEEE INDUSTRIAL ELECTRONICS MAGAZINE" 3.472 "ELECTRO ENG" 0.01
"IEEE COMMUNICATIONS MAGAZINE" 3.332 "ELECTRO ENG" 0.013
"PROCEEDINGS OF THE IEEE" 3.277 "ELECTRO ENG" 0.015
"JOURNAL OF MACHINE LEARNING RESEARCH" 3.047 "ELECTRO ENG" 0.018
"IEEE WIRELESS COMMUNICATIONS" 2.966 "ELECTRO ENG" 0.02
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS" 2.716 "ELECTRO ENG" 0.023
"IEEE TRANSACTIONS ON CYBERNETICS" 2.572 "ELECTRO ENG" 0.025
"PROGRESS IN QUANTUM ELECTRONICS" 2.509 "ELECTRO ENG" 0.028
"IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS" 2.453 "ELECTRO ENG" 0.03
"IEEE TRANSACTIONS ON FUZZY SYSTEMS" 2.432 "ELECTRO ENG" 0.033
"IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING" 2.406 "ELECTRO ENG" 0.035
"SOFT ROBOTICS" 2.369 "ELECTRO ENG" 0.038
"IEEE TRANSACTIONS ON SMART GRID" 2.303 "ELECTRO ENG" 0.04
"AUTOMATICA" 2.264 "ELECTRO ENG" 0.043
"IEEE TRANSACTIONS ON AUTOMATIC CONTROL" 2.254 "ELECTRO ENG" 0.045
"JOURNAL OF THE ACM" 2.121 "ELECTRO ENG" 0.048
"IEEE NETWORK" 2.096 "ELECTRO ENG" 0.051
"IEEE INTERNET OF THINGS JOURNAL" 2.059 "ELECTRO ENG" 0.053
"IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS" 2.025 "ELECTRO ENG" 0.056
"IEEE TRANSACTIONS ON SUSTAINABLE ENERGY" 1.922 "ELECTRO ENG" 0.058
"INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH" 1.909 "ELECTRO ENG" 0.061
"IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS" 1.892 "ELECTRO ENG" 0.063
"COMMUNICATIONS OF THE ACM" 1.837 "ELECTRO ENG" 0.066
"IEEE TRANSACTIONS ON IMAGE PROCESSING" 1.817 "ELECTRO ENG" 0.068
"IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS" 1.801 "ELECTRO ENG" 0.071
"IEEE TRANSACTIONS ON POWER SYSTEMS" 1.756 "ELECTRO ENG" 0.073
"IEEE TRANSACTIONS ON MEDICAL IMAGING" 1.732 "ELECTRO ENG" 0.076
"IEEE ROBOTICS & AUTOMATION MAGAZINE" 1.719 "ELECTRO ENG" 0.078
"IEEE TRANSACTIONS ON POWER ELECTRONICS" 1.645 "ELECTRO ENG" 0.081
"IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS" 1.644 "ELECTRO ENG" 0.083
"IEEE VEHICULAR TECHNOLOGY MAGAZINE" 1.576 "ELECTRO ENG" 0.086
"IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY" 1.565 "ELECTRO ENG" 0.088
"IEEE TRANSACTIONS ON SIGNAL PROCESSING" 1.559 "ELECTRO ENG" 0.091
"IEEE CONTROL SYSTEMS MAGAZINE" 1.547 "ELECTRO ENG" 0.093
"IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY" 1.525 "ELECTRO ENG" 0.096
"SIAM JOURNAL ON CONTROL AND OPTIMIZATION" 1.509 "ELECTRO ENG" 0.098
"IEEE TRANSACTIONS ON ROBOTICS" 1.448 "ELECTRO ENG" 0.101
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY" 1.433 "ELECTRO ENG" 0.104
"IEEE JOURNAL OF SOLID-STATE CIRCUITS" 1.419 "ELECTRO ENG" 0.106
"IEEE TRANSACTIONS ON MULTIMEDIA" 1.392 "ELECTRO ENG" 0.109
"SYSTEMS & CONTROL LETTERS" 1.387 "ELECTRO ENG" 0.111
"IEEE TRANSACTIONS ON COMMUNICATIONS" 1.374 "ELECTRO ENG" 0.114
"IEEE TRANSACTIONS ON ENERGY CONVERSION" 1.351 "ELECTRO ENG" 0.116
"IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS" 1.35 "ELECTRO ENG" 0.119
"ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS" 1.322 "ELECTRO ENG" 0.121
"PATTERN RECOGNITION" 1.251 "ELECTRO ENG" 0.124
"IEEE TRANSACTIONS ON MOBILE COMPUTING" 1.237 "ELECTRO ENG" 0.126
"IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING" 1.23 "ELECTRO ENG" 0.129
"INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL" 1.212 "ELECTRO ENG" 0.131
"IEEE-ACM TRANSACTIONS ON NETWORKING" 1.21 "ELECTRO ENG" 0.134
"IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING" 1.208 "ELECTRO ENG" 0.136
"IEEE JOURNAL ON EMERGING AND SELECTED TOPICS IN CIRCUITS AND SYSTEMS" 1.196 "ELECTRO ENG" 0.139
"IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING" 1.188 "ELECTRO ENG" 0.141
"VLDB JOURNAL" 1.173 "ELECTRO ENG" 0.144
"IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING" 1.155 "ELECTRO ENG" 0.146
"IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES" 1.153 "ELECTRO ENG" 0.149
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS" 1.14 "ELECTRO ENG" 0.152
"IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING" 1.137 "ELECTRO ENG" 0.154
"IEEE TRANSACTIONS ON INFORMATION THEORY" 1.131 "ELECTRO ENG" 0.157
"IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY" 1.117 "ELECTRO ENG" 0.159
"IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS" 1.11 "ELECTRO ENG" 0.162
"IEEE SIGNAL PROCESSING LETTERS" 1.1 "ELECTRO ENG" 0.164
"IEEE ACCESS" 1.098 "ELECTRO ENG" 0.167
"IEEE-ASME TRANSACTIONS ON MECHATRONICS" 1.093 "ELECTRO ENG" 0.169
"NONLINEAR ANALYSIS-HYBRID SYSTEMS" 1.093 "ELECTRO ENG" 0.172
"ANNUAL REVIEWS IN CONTROL" 1.086 "ELECTRO ENG" 0.174
"IEEE TRANSACTIONS ON POWER DELIVERY" 1.086 "ELECTRO ENG" 0.177
"JOURNAL OF FIELD ROBOTICS" 1.081 "ELECTRO ENG" 0.179
"IEEE CIRCUITS AND SYSTEMS MAGAZINE" 1.075 "ELECTRO ENG" 0.182
"IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS" 1.073 "ELECTRO ENG" 0.184
"AUTONOMOUS ROBOTS" 1.055 "ELECTRO ENG" 0.187
"IEEE INTELLIGENT SYSTEMS" 1.047 "ELECTRO ENG" 0.189
"IEEE SYSTEMS JOURNAL" 1.047 "ELECTRO ENG" 0.192
"IEEE POWER & ENERGY MAGAZINE" 1.039 "ELECTRO ENG" 0.194
"IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS" 1.032 "ELECTRO ENG" 0.197
"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING" 1.012 "ELECTRO ENG" 0.199
"IEEE MICROWAVE MAGAZINE" 1.01 "ELECTRO ENG" 0.202
"IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION" 1.003 "ELECTRO ENG" 0.205
"COMPUTER VISION AND IMAGE UNDERSTANDING" 1 "ELECTRO ENG" 0.207
"EUROPEAN JOURNAL OF CONTROL" 0.995 "ELECTRO ENG" 0.21
"IEEE TRANSACTIONS ON RELIABILITY" 0.991 "ELECTRO ENG" 0.212
"IEEE TRANSACTIONS ON COMPUTERS" 0.985 "ELECTRO ENG" 0.215
"IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS" 0.978 "ELECTRO ENG" 0.217
"IEEE TRANSACTIONS ON TERAHERTZ SCIENCE AND TECHNOLOGY" 0.974 "ELECTRO ENG" 0.22
"IMAGE AND VISION COMPUTING" 0.937 "ELECTRO ENG" 0.222
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS" 0.933 "ELECTRO ENG" 0.225
"IEEE INTELLIGENT TRANSPORTATION SYSTEMS MAGAZINE" 0.932 "ELECTRO ENG" 0.227
"MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS" 0.926 "ELECTRO ENG" 0.23
"DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS" 0.913 "ELECTRO ENG" 0.232
"IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS" 0.912 "ELECTRO ENG" 0.235
"IEEE MULTIMEDIA" 0.901 "ELECTRO ENG" 0.237
"IEEE MICRO" 0.9 "ELECTRO ENG" 0.24
"IET CONTROL THEORY AND APPLICATIONS" 0.897 "ELECTRO ENG" 0.242
"VEHICULAR COMMUNICATIONS" 0.883 "ELECTRO ENG" 0.245
"IEEE WIRELESS COMMUNICATIONS LETTERS" 0.882 "ELECTRO ENG" 0.247
"JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS" 0.875 "ELECTRO ENG" 0.25
"IEEE ANTENNAS AND PROPAGATION MAGAZINE" 0.874 "ELECTRO ENG" 0.253
"JOURNAL OF COMPUTER AND SYSTEM SCIENCES" 0.844 "ELECTRO ENG" 0.255
"IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING" 0.838 "ELECTRO ENG" 0.258
"ACM TRANSACTIONS ON STORAGE" 0.837 "ELECTRO ENG" 0.26
"IEEE JOURNAL OF THE ELECTRON DEVICES SOCIETY" 0.837 "ELECTRO ENG" 0.263
"BIOINSPIRATION & BIOMIMETICS" 0.831 "ELECTRO ENG" 0.265
"SIGNAL PROCESSING" 0.817 "ELECTRO ENG" 0.268
"IEEE TRANSACTIONS ON AUTONOMOUS MENTAL DEVELOPMENT" 0.807 "ELECTRO ENG" 0.27
"INTERNATIONAL JOURNAL OF CONTROL" 0.797 "ELECTRO ENG" 0.273
"IET RENEWABLE POWER GENERATION" 0.794 "ELECTRO ENG" 0.275
"ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING" 0.79 "ELECTRO ENG" 0.278
"IEEE GEOSCIENCE AND REMOTE SENSING LETTERS" 0.786 "ELECTRO ENG" 0.28
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS" 0.786 "ELECTRO ENG" 0.283
"IEEE ELECTRON DEVICE LETTERS" 0.785 "ELECTRO ENG" 0.285
"CONTROL ENGINEERING PRACTICE" 0.776 "ELECTRO ENG" 0.288
